,10,20,30,40,50,60,70,80,90,100
10,1,0,0,0,0,0,0,0,0,0
20,0,1,0,0,0,0,0,0,0,0
30,0,0,1,0,0,0,0,0,0,0
40,0,0,0,1,0,0,0,0,0,0
50,0,0,0,0,1,0,0,0,0,0
60,0,0,0,0,0,1,0,0,0,0
70,0,0,0,0,0,0,1,0,0,0
80,0,0,0,0,0,0,0,1,0,0
90,0,0,0,0,0,0,0,0,1,0
100,0,0,0,0,0,0,0,0,0,1
