source_boards,B1,B2,B3,B4,B5
B1,,6.237779302363943,10.385156925872616,9.155391171326324,7.7936472527309055
B2,8.160621912575046,,7.389068149976693,5.8220861810866396,5.068000098658247
B3,12.264504805535362,7.762180951575401,,4.046920125231039,4.202220395219652
B4,17.059493324832363,11.204103600913372,8.915444815038676,,9.522624375664515
B5,12.973677678283826,7.17576433211125,6.514682935492716,5.113346506936528,
