metric,pearson_r,spearman_r,n
pca_cov_fro_dist,-0.4720707828074846,-0.49502164502164503,55
cov_fro_dist,-0.4663887475362465,-0.4784271284271284,55
cov_fro_dist_norm,-0.4359624137972228,-0.4854978354978355,55
pca_centroid_dist,0.21037937480801353,0.06507936507936508,55
centroid_dist,0.07303290842163164,-0.0836940836940837,55
