metric,pearson_r,spearman_r,n
pca_cov_fro_dist,-0.4198515100812544,-0.4586528214177193,75
cov_fro_dist,-0.41446466113550146,-0.4408421662762849,75
cov_fro_dist_norm,-0.3857840278692466,-0.45060103962055326,75
pca_centroid_dist,0.3614358166800161,0.28782986060434584,75
centroid_dist,0.2924198553803451,0.15089266700095372,75
