target_board,source_boards,source_count,y_true,mean_signed_error,median_signed_error,mae,pred_mean,n
B5,B1,1,70.0,8.612499999999997,8.612499999999997,8.612499999999997,78.6125,2
B5,B1,1,80.0,1.9500000000000028,1.9500000000000028,2.299999999999997,81.95,2
B5,B1,1,90.0,-6.237499999999997,-6.237499999999997,6.237499999999997,83.7625,2
B5,B1,1,100.0,-11.6875,-11.6875,11.6875,88.3125,2
B5,B1+B2,2,10.0,1.9249999999999998,1.9249999999999998,1.9249999999999998,11.925,2
B5,B1+B2,2,20.0,2.075000000000001,2.075000000000001,2.075000000000001,22.075000000000003,2
B5,B1+B2,2,30.0,4.712499999999999,4.712499999999999,4.712499999999999,34.7125,2
B5,B1+B2,2,40.0,5.162500000000001,5.162500000000001,5.162500000000001,45.1625,2
B5,B1+B2,2,50.0,5.424999999999997,5.424999999999997,5.424999999999997,55.425,2
B5,B1+B2,2,60.0,4.450000000000003,4.450000000000003,4.450000000000003,64.45,2
B5,B1+B2,2,70.0,7.8125,7.8125,7.8125,77.8125,2
B5,B1+B2,2,80.0,3.487499999999997,3.487499999999997,5.4375,83.4875,2
B5,B1+B2,2,90.0,-2.637500000000003,-2.637500000000003,2.637500000000003,87.3625,2
B5,B1+B2,2,100.0,-5.274999999999999,-5.274999999999999,5.274999999999999,94.725,2
B5,B1+B2+B3,3,10.0,0.5,0.5,0.5,10.5,2
B5,B1+B2+B3,3,20.0,0.45000000000000107,0.45000000000000107,0.45000000000000107,20.450000000000003,2
B5,B1+B2+B3,3,30.0,0.5,0.5,0.8249999999999993,30.5,2
B5,B1+B2+B3,3,40.0,-0.20000000000000284,-0.20000000000000284,1.25,39.8,2
B5,B1+B2+B3,3,50.0,1.7874999999999979,1.7874999999999979,1.7874999999999979,51.787499999999994,2
B5,B1+B2+B3,3,60.0,1.2624999999999993,1.2624999999999993,1.2624999999999993,61.2625,2
B5,B1+B2+B3,3,70.0,2.8999999999999986,2.8999999999999986,2.8999999999999986,72.9,2
B5,B1+B2+B3,3,80.0,0.8250000000000028,0.8250000000000028,5.0,80.825,2
B5,B1+B2+B3,3,90.0,-3.6000000000000014,-3.6000000000000014,3.6000000000000014,86.4,2
B5,B1+B2+B3,3,100.0,-6.262500000000003,-6.262500000000003,6.262500000000003,93.7375,2
B5,B1+B2+B3+B4,4,10.0,0.20000000000000018,0.20000000000000018,0.20000000000000018,10.2,2
B5,B1+B2+B3+B4,4,20.0,0.5374999999999996,0.5374999999999996,0.5374999999999996,20.5375,2
B5,B1+B2+B3+B4,4,30.0,0.6374999999999993,0.6374999999999993,0.8874999999999993,30.6375,2
B5,B1+B2+B3+B4,4,40.0,-1.2125000000000021,-1.2125000000000021,1.8625000000000007,38.787499999999994,2
B5,B1+B2+B3+B4,4,50.0,-0.7250000000000014,-0.7250000000000014,1.4750000000000014,49.275,2
B5,B1+B2+B3+B4,4,60.0,-0.46250000000000213,-0.46250000000000213,0.6374999999999993,59.537499999999994,2
B5,B1+B2+B3+B4,4,70.0,0.7125000000000057,0.7125000000000057,0.7125000000000057,70.7125,2
B5,B1+B2+B3+B4,4,80.0,-1.2625000000000028,-1.2625000000000028,4.112499999999997,78.7375,2
B5,B1+B2+B3+B4,4,90.0,-5.262500000000003,-5.262500000000003,5.262500000000003,84.7375,2
B5,B1+B2+B3+B4,4,100.0,-8.037500000000001,-8.037500000000001,8.037500000000001,91.9625,2
B5,B1+B2+B4,3,10.0,0.5124999999999993,0.5124999999999993,0.5124999999999993,10.5125,2
B5,B1+B2+B4,3,20.0,0.8874999999999993,0.8874999999999993,0.8874999999999993,20.8875,2
B5,B1+B2+B4,3,30.0,3.599999999999998,3.599999999999998,3.599999999999998,33.599999999999994,2
B5,B1+B2+B4,3,40.0,2.587500000000002,2.587500000000002,2.587500000000002,42.587500000000006,2
B5,B1+B2+B4,3,50.0,1.4375,1.4375,1.9375,51.4375,2
B5,B1+B2+B4,3,60.0,0.29999999999999716,0.29999999999999716,0.75,60.3,2
B5,B1+B2+B4,3,70.0,2.3000000000000043,2.3000000000000043,2.3000000000000043,72.30000000000001,2
B5,B1+B2+B4,3,80.0,-1.5124999999999957,-1.5124999999999957,6.037500000000001,78.48750000000001,2
B5,B1+B2+B4,3,90.0,-5.737500000000004,-5.737500000000004,5.737500000000004,84.26249999999999,2
B5,B1+B2+B4,3,100.0,-6.412500000000001,-6.412500000000001,6.412500000000001,93.5875,2
B5,B1+B3,2,10.0,1.5874999999999995,1.5874999999999995,1.5874999999999995,11.587499999999999,2
B5,B1+B3,2,20.0,0.27500000000000036,0.27500000000000036,0.47499999999999964,20.275,2
B5,B1+B3,2,30.0,1.950000000000001,1.950000000000001,1.950000000000001,31.950000000000003,2
B5,B1+B3,2,40.0,1.6000000000000014,1.6000000000000014,1.6000000000000014,41.6,2
B5,B1+B3,2,50.0,2.1875,2.1875,2.1875,52.1875,2
B5,B1+B3,2,60.0,0.1374999999999993,0.1374999999999993,0.1374999999999993,60.1375,2
B5,B1+B3,2,70.0,1.25,1.25,1.25,71.25,2
B5,B1+B3,2,80.0,-0.4375,-0.4375,2.612499999999997,79.5625,2
B5,B1+B3,2,90.0,-5.462499999999999,-5.462499999999999,5.462499999999999,84.5375,2
B5,B1+B3,2,100.0,-7.037499999999994,-7.037499999999994,7.037499999999994,92.9625,2
B5,B1+B3+B4,3,10.0,0.6750000000000007,0.6750000000000007,0.6750000000000007,10.675,2
B5,B1+B3+B4,3,20.0,0.2749999999999986,0.2749999999999986,0.2749999999999986,20.275,2
B5,B1+B3+B4,3,30.0,2.0374999999999996,2.0374999999999996,2.0374999999999996,32.0375,2
B5,B1+B3+B4,3,40.0,-0.03750000000000142,-0.03750000000000142,1.7875000000000014,39.9625,2
B5,B1+B3+B4,3,50.0,0.6125000000000007,0.6125000000000007,0.6125000000000007,50.6125,2
B5,B1+B3+B4,3,60.0,-0.9750000000000014,-0.9750000000000014,1.3500000000000014,59.025,2
B5,B1+B3+B4,3,70.0,-1.0749999999999957,-1.0749999999999957,1.0749999999999957,68.92500000000001,2
B5,B1+B3+B4,3,80.0,-2.1999999999999957,-2.1999999999999957,2.1999999999999957,77.80000000000001,2
B5,B1+B3+B4,3,90.0,-5.325000000000003,-5.325000000000003,5.325000000000003,84.675,2
B5,B1+B3+B4,3,100.0,-7.3125,-7.3125,7.3125,92.6875,2
B5,B1+B4,2,10.0,2.6125,2.6125,2.6125,12.6125,2
B5,B1+B4,2,20.0,3.299999999999999,3.299999999999999,3.299999999999999,23.299999999999997,2
B5,B1+B4,2,30.0,5.1875,5.1875,5.1875,35.1875,2
B5,B1+B4,2,40.0,4.125,4.125,4.125,44.125,2
B5,B1+B4,2,50.0,5.862500000000001,5.862500000000001,5.862500000000001,55.8625,2
B5,B1+B4,2,60.0,4.487500000000001,4.487500000000001,4.487500000000001,64.4875,2
B5,B1+B4,2,70.0,5.550000000000004,5.550000000000004,5.550000000000004,75.55000000000001,2
B5,B1+B4,2,80.0,-0.5500000000000043,-0.5500000000000043,1.7749999999999986,79.44999999999999,2
B5,B1+B4,2,90.0,-8.237500000000004,-8.237500000000004,8.237500000000004,81.76249999999999,2
B5,B1+B4,2,100.0,-10.149999999999999,-10.149999999999999,10.149999999999999,89.85,2
B5,B2,1,10.0,4.725,4.725,4.725,14.725,2
B5,B2,1,20.0,4.0,4.0,4.0,24.0,2
B5,B2,1,30.0,0.4374999999999982,0.4374999999999982,1.737499999999999,30.4375,2
B5,B2,1,40.0,1.4875000000000007,1.4875000000000007,1.4875000000000007,41.4875,2
B5,B2,1,50.0,5.324999999999999,5.324999999999999,5.324999999999999,55.325,2
B5,B2,1,60.0,3.6750000000000007,3.6750000000000007,3.6750000000000007,63.675,2
B5,B2,1,70.0,7.725000000000001,7.725000000000001,7.725000000000001,77.725,2
B5,B2,1,80.0,5.875,5.875,6.049999999999997,85.875,2
B5,B2,1,90.0,-0.9375,-0.9375,0.9375,89.0625,2
B5,B2,1,100.0,-4.5625,-4.5625,4.5625,95.4375,2
B5,B2+B3,2,10.0,1.6375000000000002,1.6375000000000002,1.6375000000000002,11.6375,2
B5,B2+B3,2,20.0,0.6124999999999989,0.6124999999999989,0.8375000000000004,20.612499999999997,2
B5,B2+B3,2,30.0,-0.32500000000000107,-0.32500000000000107,0.7249999999999996,29.674999999999997,2
B5,B2+B3,2,40.0,-1.5249999999999986,-1.5249999999999986,1.5249999999999986,38.475,2
B5,B2+B3,2,50.0,-0.22499999999999787,-0.22499999999999787,0.8000000000000007,49.775000000000006,2
B5,B2+B3,2,60.0,-0.7875000000000014,-0.7875000000000014,0.7875000000000014,59.2125,2
B5,B2+B3,2,70.0,0.3125,0.3125,0.6375000000000028,70.3125,2
B5,B2+B3,2,80.0,-1.5499999999999972,-1.5499999999999972,2.200000000000003,78.45,2
B5,B2+B3,2,90.0,-6.712499999999999,-6.712499999999999,6.712499999999999,83.2875,2
B5,B2+B3,2,100.0,-6.25,-6.25,6.25,93.75,2
B5,B2+B3+B4,3,10.0,0.8499999999999996,0.8499999999999996,0.8499999999999996,10.85,2
B5,B2+B3+B4,3,20.0,0.09999999999999964,0.09999999999999964,0.6749999999999989,20.1,2
B5,B2+B3+B4,3,30.0,-1.174999999999999,-1.174999999999999,1.174999999999999,28.825000000000003,2
B5,B2+B3+B4,3,40.0,-3.5,-3.5,3.5,36.5,2
B5,B2+B3+B4,3,50.0,-4.787499999999998,-4.787499999999998,4.787499999999998,45.212500000000006,2
B5,B2+B3+B4,3,60.0,-1.8125,-1.8125,1.9874999999999972,58.1875,2
B5,B2+B3+B4,3,70.0,-0.6375000000000028,-0.6375000000000028,1.2625000000000028,69.3625,2
B5,B2+B3+B4,3,80.0,-3.0375000000000014,-3.0375000000000014,3.0375000000000014,76.9625,2
B5,B2+B3+B4,3,90.0,-7.662500000000001,-7.662500000000001,7.662500000000001,82.3375,2
B5,B2+B3+B4,3,100.0,-7.8125,-7.8125,7.8125,92.1875,2
B5,B2+B4,2,10.0,1.7624999999999993,1.7624999999999993,1.7624999999999993,11.7625,2
B5,B2+B4,2,20.0,1.4625000000000004,1.4625000000000004,1.4625000000000004,21.4625,2
B5,B2+B4,2,30.0,-0.025000000000000355,-0.025000000000000355,1.575000000000001,29.975,2
B5,B2+B4,2,40.0,-0.3249999999999993,-0.3249999999999993,0.47499999999999787,39.675,2
B5,B2+B4,2,50.0,4.349999999999998,4.349999999999998,4.349999999999998,54.349999999999994,2
B5,B2+B4,2,60.0,3.724999999999998,3.724999999999998,3.724999999999998,63.724999999999994,2
B5,B2+B4,2,70.0,3.7624999999999957,3.7624999999999957,3.7624999999999957,73.76249999999999,2
B5,B2+B4,2,80.0,0.30000000000000426,0.30000000000000426,5.149999999999999,80.30000000000001,2
B5,B2+B4,2,90.0,-4.3125,-4.3125,4.3125,85.6875,2
B5,B2+B4,2,100.0,-7.075000000000003,-7.075000000000003,7.075000000000003,92.925,2
B5,B3,1,10.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,13.65,2
B5,B3,1,20.0,1.2375000000000007,1.2375000000000007,1.2375000000000007,21.2375,2
B5,B3,1,30.0,0.36249999999999893,0.36249999999999893,2.2874999999999996,30.362499999999997,2
B5,B3,1,40.0,0.6750000000000007,0.6750000000000007,0.6750000000000007,40.675,2
B5,B3,1,50.0,-1.7874999999999979,-1.7874999999999979,1.9875000000000007,48.212500000000006,2
B5,B3,1,60.0,-1.1500000000000021,-1.1500000000000021,1.1500000000000021,58.849999999999994,2
B5,B3,1,70.0,-0.9625000000000057,-0.9625000000000057,0.9625000000000057,69.0375,2
B5,B3,1,80.0,-3.4875000000000043,-3.4875000000000043,3.4875000000000043,76.51249999999999,2
B5,B3,1,90.0,-7.512500000000003,-7.512500000000003,7.512500000000003,82.4875,2
B5,B3,1,100.0,-6.837499999999999,-6.837499999999999,6.837499999999999,93.1625,2
B5,B3+B4,2,10.0,1.6624999999999996,1.6624999999999996,1.6624999999999996,11.6625,2
B5,B3+B4,2,20.0,0.5749999999999993,0.5749999999999993,0.5749999999999993,20.575,2
B5,B3+B4,2,30.0,-1.6000000000000014,-1.6000000000000014,1.75,28.4,2
B5,B3+B4,2,40.0,-2.287499999999998,-2.287499999999998,2.287499999999998,37.712500000000006,2
B5,B3+B4,2,50.0,-2.8999999999999986,-2.8999999999999986,2.8999999999999986,47.1,2
B5,B3+B4,2,60.0,-2.3125,-2.3125,2.3125,57.6875,2
B5,B3+B4,2,70.0,-1.6499999999999986,-1.6499999999999986,1.6499999999999986,68.35,2
B5,B3+B4,2,80.0,-2.2624999999999957,-2.2624999999999957,2.2624999999999957,77.73750000000001,2
B5,B3+B4,2,90.0,-5.800000000000004,-5.800000000000004,5.800000000000004,84.19999999999999,2
B5,B3+B4,2,100.0,-5.274999999999999,-5.274999999999999,5.274999999999999,94.725,2
B5,B4,1,10.0,6.85,6.85,6.85,16.85,2
B5,B4,1,20.0,6.137499999999999,6.137499999999999,6.137499999999999,26.1375,2
B5,B4,1,30.0,5.449999999999999,5.449999999999999,5.449999999999999,35.45,2
B5,B4,1,40.0,7.974999999999998,7.974999999999998,7.974999999999998,47.974999999999994,2
B5,B4,1,50.0,3.5500000000000007,3.5500000000000007,4.800000000000001,53.55,2
B5,B4,1,60.0,3.7124999999999986,3.7124999999999986,3.7124999999999986,63.7125,2
B5,B4,1,70.0,3.0249999999999986,3.0249999999999986,3.0249999999999986,73.025,2
B5,B4,1,80.0,-3.8374999999999986,-3.8374999999999986,3.8374999999999986,76.1625,2
B5,B4,1,90.0,-17.799999999999997,-17.799999999999997,17.799999999999997,72.2,2
B5,B4,1,100.0,-14.4375,-14.4375,14.4375,85.5625,2
